,약용식물분포설명,약용식물복용방법설명,약용식물효과설명,약용식물번호,약용식물전경이미지URL,약용식물약재명,약용식물종명,약용식물이용부위이미지URL,약용식물이용이미지URL,식물분류명,식물생태설명,식물과명,식물종학명,이용방법설명
24,"한국(전국), 북아메리카","(내복): 탕전(湯煎)하거나, 즙을 내어 복용한다.","간염, 감기, 건위, 요혈, 설사, 소화불량, 장염, 장위카타르, 조소화, 지혈, 청열, 하리, 학질, 해독, 해열",444,http://api.forest.go.kr/openapi/image/2015444/20154441.jpg,일년봉(一年蓬),개망초,http://api.forest.go.kr/openapi/image/2015444/20154442.jpg,http://api.forest.go.kr/openapi/image/2015444/20154443.jpg,피자식물/쌍자엽식물,"귀화식물로 2년생 잡초이며 높이 30∼100㎝이고 전체에 굵은 털이 있으며 가지가 많이 갈라진다. 뿌리에서 돋은 잎은 꽃이 필 때 쓰러지고 줄기에 달린 잎은 호생하고 난형 또는 난상 피침형이고 맥 위에 털이 있다. 꽃은 백색으로 6∼7월에 원줄기와 가지 끝에 산방상으로 달린다.
 ☞ 민망초에 비해 줄기가 녹색이고 설상화는 편평하다.",국화과(Compositae),Erigeron annuus (L.) Pers.,전초를 꽃 피기 전에 채취하여 햇볕에 말린다.
25,"한국(전국), 중국, 일본, 대만","(내복): 탕전(湯煎)하거나, 환제 또는 가루약으로 복용한다.","감기, 강장, 강장 보호, 객혈, 괴저, 기관지염, 변비, 소갈, 심장염, 윤폐양음, 이뇨, 익위생진, 인건구조, 진정, 창종, 청심제번, 토혈, 폐농양, 해수, 해열",511,http://api.forest.go.kr/openapi/image/2015511/20155111.jpg,맥문동(麥門冬),개맥문동,http://api.forest.go.kr/openapi/image/2015511/20155112.jpg,http://api.forest.go.kr/openapi/image/2015511/20155113.jpg,피자식물 / 단자엽식물,"나무 그늘에 자라는 다년초로서 근경은 옆으로 길게 벋으며 수염뿌리 끝이 땅콩처럼 굵어진다. 잎은 근경에서 모여나며 선형이고 7∼11맥이 있으며 밑부분이 좁아진다. 꽃은 5∼7월에 피며 꽃줄기에 둔한 능선이 있다. 열매는 노출된 종자로서 흑색으로 익는다.
 ☞ 맥문동보다 포지를 내며 화경에 능선이 있다.",백합과(Liliaceae),Liriope spicata (Thunb.) Lour.,덩이줄기를 4∼5월 채취하여 햇볕에 말린다.
26,"한국(전국), 중국, 일본, 러시아, 대만",(내복): 탕전(湯煎)하여 복용한다. (외용): 달여서 상처 부위를 닦아낸다.,"간염, 관절염, 금창, 급성간염, 나력, 동상, 면포 창, 소염, 이뇨, 제습, 종기, 종독, 진통, 창종, 청열, 치질, 치핵, 통기, 표저, 풍, 해열, 해열거풍, 화상",262,http://api.forest.go.kr/openapi/image/2015262/20152621.jpg,사포도(蛇葡萄),개머루,http://api.forest.go.kr/openapi/image/2015262/20152622.jpg,http://api.forest.go.kr/openapi/image/2015262/20152623.jpg,피자식물/쌍자엽식물,"산야에 자라는 덩굴식물로 수피가 갈색이고 마디가 굵다. 잎은 호생하고 둥글며 점 첨두 아심저이며 각 열 편에 둔한 치아 상 톱니가 있고 뒷면 맥 위에 잔털이 있다. 꽃은 녹색으로 6∼7월에 취산화서로 달린다. 열매는 장과로 원형이며 갈색 피목이 있다.
 ☞ 가회 톱에 비해 잎이 단엽이며 엽축에 날개가 없다.",포도과(Vitaceae),Ampelopsis heterophylla (Thunb.) Sieboid & Zucc.,경엽을 가을에 채취하여 햇볕에 말린다.
27,"한국(전국), 중국, 일본, 러시아, 몽고","(내복): 탕전(湯煎)하거나, 환제 또는 가루약으로 복용한다.
 ☞ 외사가 체내에 침입하여 정기와 싸워 열이 있는 사람은 복용을 금한다.","각혈, 거담, 거풍, 경풍, 기관지염, 담, 보익, 소아 경풍, 암, 윤폐, 이뇨, 인후 통증, 조갈증, 진통, 진해, 창종, 토혈, 토혈 각혈, 통리수도, 폐기천식, 폐농양, 폐암, 폐혈, 피부암, 해소, 해열, 허약체질, 후두염, 흉부 답답, A형간염 등",432,http://api.forest.go.kr/openapi/image/2015432/20154321.jpg,자원(紫菀),개미취,http://api.forest.go.kr/openapi/image/2015432/20154322.jpg,http://api.forest.go.kr/openapi/image/2015432/20154323.jpg,피자식물/쌍자엽식물,"산의 습지에 자라는 다년초로서 높이 1∼1.5m이고 윗부분에서 가지가 갈라진다. 줄기에 달린 잎은 호생하며 난형 또는 장타원형이며 예두이고 원저이다. 꽃은 자주색으로 8∼9월에 가지 끝과 원줄기 끝에 산방상으로 달린다. 열매는 수과로 편평한 도란 형이다.
 ☞ 좀개미취보다 전체가 크고 두화가 많다.",국화과(Compositae),Aster tataricus L.f.,근경과 뿌리를 봄과 가을에 채취하여 햇볕에 말린다.
28,"한국(전국), 일본, 오호츠크 해안, 태평양 해안",(내복): 탕전(湯煎)하거나 가루약 또는 환제로 복용한다.,"간장보호, 건망증, 건비위, 건위, 보기생진, 보폐, 식욕부진, 신경쇠약, 열질, 위장병, 윤폐, 정신피로, 치질, 치핵, 하리, 해수",78,http://api.forest.go.kr/openapi/image/2015078/20150781.jpg,태자삼(太子參),개별꽃,http://api.forest.go.kr/openapi/image/2015078/20150782.jpg,http://api.forest.go.kr/openapi/image/2015078/20150783.jpg,피자식물/쌍자엽식물,"숲 속에 자라는 다년초로 높이 8∼12㎝이고 방추형의 덩이뿌리가 1∼2개씩 달린다. 잎은 마주나기하고 도피침형이며 예두이고 밑부분이 좁아져서 잎자루처럼 된다. 꽃은 흰색으로 5월에 1개의 꽃이 위로 향해 달린다. 열매는 튀는열매로 난상 원형이고 3개로 갈라진다. 종자에는 작은 돌기가 있다.
 ☞ 큰개별꽃보다 꽃자루에 2줄의 털이 있다.",석죽과(Caryophyllaceae),Pseudostellaria heterophylla (Miq.) Pax ex Pax & Hoffm.,뿌리를 7∼8월에 채취하여 햇볕에 말린다.
29,한국(충북이남),(내복): 탕전(湯煎)하거나 볶아 먹는다.,"소아감적, 심위통, 요충증, 윤장, 종기, 토혈, 통경, 혈허, 해혈",13,http://api.forest.go.kr/openapi/image/2015013/20150131.jpg,조비(粗榧),개비자나무,http://api.forest.go.kr/openapi/image/2015013/20150132.jpg,http://api.forest.go.kr/openapi/image/2015013/20150133.jpg,나자식물,"산골짜기나 숲에 자라는 상록관목으로 높이가 3m에 달한다. 잎은 선형이고 2열로 배열하며 끝이 급히 뾰족해지고 앞면은 녹색이며 주맥이 뚜렷하다. 꽃은 이가화로 4월에 피고 수꽃은 타원형이며 암꽃은 2개씩 한곳에 달린다. 열매는 둥글며 다음 해 8∼9월에 적색으로 익고 종자는 장타원이며 갈색이다.
 ☞ 큰개비자나무보다 관목으로 가지가 많고 모여나며 과실은 홍색으로 외종피가 맛이 좋고 풍미가 있다.",개비자나무과(Cephalotaxaceae),Cephalotaxus koreana Nakai,"종자를 가을에 채취, 가종피를 제거하여 햇볕에 말린다."
30,"한국(전국), 일본",(내복): 탕전(湯煎)하거나 가루 내거나 또는 생으로 복용한다.,"강장보호, 강장제, 개위, 건비위, 견비통, 명목, 보익, 오십견, 조중, 허약체질",31,http://api.forest.go.kr/openapi/image/2015031/20150311.jpg,진자(榛子),개암나무,http://api.forest.go.kr/openapi/image/2015031/20150312.jpg,http://api.forest.go.kr/openapi/image/2015031/20150313.jpg,피자식물/쌍자엽식물,"산야에 자라는 낙엽관목으로 높이가 3m에 달하고 새 가지에 선모가 있다. 잎은 어긋나기하고 난형 또는 도란형이며 짧은 예첨두이고 원저 또는 아심장저이며 가장자리에 잔 톱니가 있다. 꽃은 일가화로 3월 웅화수는 2∼5개가 가지 끝에 달리며, 열매는 견과이며 둥글고 털이 없다.
 ☞ 난티잎개암나무에 비해 잎이 도란형이고 끝이 뾰족해지며 선모가 있다.",자작나무과(Betulaceae),Corylus heterophylla Fisch. ex Trautv.,종인을 과실 성숙기에 채취한다.
31,"한국(전국), 중국","(내복): 탕전(湯煎)하거나, 산제로 복용한다. ☞ 수피와 근피는 재백피(梓白皮)로 쓴다.","각기, 간염, 감비, 강장, 강장보호, 건위, 고혈압, 구충, 부종, 신장염, 양모발약, 요도염, 요독증, 위궤양, 위암, 이뇨, 종독, 종창, 진통, 창종, 청열, 충치, 치핵, 탈항, 통리수도, 피부소양증, 해독, 해열, 혈뇨, 화상, 황달",394,http://api.forest.go.kr/openapi/image/2015394/20153941.jpg,"재실(梓實), 재백피(梓白皮)",개오동,http://api.forest.go.kr/openapi/image/2015394/20153942.jpg,http://api.forest.go.kr/openapi/image/2015394/20153943.jpg,피자식물/쌍자엽식물,식재되는 낙엽교목으로 높이가 10m에 달하고 가지가 퍼지고 잔가지에 털이 있거나 없다. 잎은 대생 또는 3윤생하며 넓은 난형이고 점첨두이며 심장저이고 3∼5개로 갈라진다. 꽃은 황백색으로서 6월에 가지 끝에 원추화서로 달린다. 열매는 삭과로 10월에 익는다.,능소화과(Bignoniaceae),Catalpa ovata G.Don,"수피와 근피, 열매가 절반정도 검은색을 변할 때 채취하여 햇볕에 말린다."
32,"한국(전국), 중국, 일본, 러시아, 대만, 히말라야, 태국, 버마","(내복): 환제나 산제로 복용한다.
 ☞ 민감한 사람은 소량에도 칠성피부염을 일으킨다.","건 위, 경혈, 관절염, 구충, 옹종, 지혈",242,http://api.forest.go.kr/openapi/image/2015242/20152421.jpg,건칠(乾漆),개옻나무,http://api.forest.go.kr/openapi/image/2015242/20152422.jpg,http://api.forest.go.kr/openapi/image/2015242/20152423.jpg,피자식물/쌍자엽식물,"산야에 자라는 낙엽소교목으로 높이가 7m에 달하고 잔가지와 엽축에 붉은빛이 돈다. 잎은 호생하며 홀수 1회 우상복엽이고 난형 또는 장타원형이며 점 첨두 원저이다. 꽃은 황록색이며 잎겨드랑이에 원추화서로 달린다. 열매는 편구형이며 황갈색으로 익는다.
 ☞ 옻나무에 비해 소지와 엽축이 적갈색이다.",옻나무과(Anacardiaceae),Rhus tricocarpa Miq.,수지를 연중 채취하여 가공한 건조물(乾燥物)을 이용한다.
33,한국(남부) 특산,(내복): 탕전(湯煎)하거나 환제 또는 가루약으로 복용한다. (외용): 가루 내어 코안에 뿌린다.,"감기, 거풍, 건위, 두통, 산한, 온폐, 이뇨, 진정, 진통, 진해, 축농증, 치통, 해표",52,http://api.forest.go.kr/openapi/image/2015052/20150521.jpg,세신(細辛),개족도리풀,http://api.forest.go.kr/openapi/image/2015052/20150522.jpg,http://api.forest.go.kr/openapi/image/2015052/20150523.jpg,피자식물/쌍자엽식물,"숲에 자라는 다년초로 근경은 비스듬히 서고 흰 뿌리가 퍼진다. 잎은 1∼2개가 나오며 3각상 난형이며 심장저이고 표면이 짙은 녹색이며 흰무늬가 있고 가장자리가 밋밋하다. 꽃은 흑자색으로 5∼6월에 피며 끝이 3개로 갈라진다. 열매는 화피열편과 더불어 길이 3㎝ 정도이며 종자는 반 타원체이다.
 ☞ 족두리풀에 비해 잎이 두껍고 표면에 백색 무늬가 있다.",쥐방울덩굴과(Aristolochiaceae),Asarum maculatum Nakai,뿌리와 전초를 5∼7월에 채취하여 그늘에서 말린다.
34,"한국(중남부), 중국, 일본, 대만, 필리핀","(내복): 탕전(湯煎)하거나, 환제 또는 산제로 복용한다.","강정, 거풍해표, 골절 산통, 골통, 근골동통, 대하증, 도한, 식중독, 정력, 정력증진, 제습지 통, 중독, 중풍, 진통, 풍사, 해열",311,http://api.forest.go.kr/openapi/image/2015311/20153111.jpg,식방풍(植防風),갯기름나물,http://api.forest.go.kr/openapi/image/2015311/20153112.jpg,http://api.forest.go.kr/openapi/image/2015311/20153113.jpg,피자식물/쌍자엽식물,바닷가 또는 냇가에 자라는 다년초로 높이 60∼100㎝이고 곧추 자라며 끝에 짧은 털이 있다. 잎은 호생하며 2∼3회우상복엽이고 소엽은 도란 형이고 불규칙하고 깊은 치아상 톱니가 있다. 꽃은 백색으로 6∼8월에 원줄기와 가지 끝에 복산형화서로 달린다. 열매는 현수과로 타원형이고 뒷면에 능선이 실같이 가늘다.,산형과(Umbelliferae),Peucedanum japonicum Thunb.,리를 가을에 채취하여 햇볕에 말린다.
35,"한국(전국), 중국, 일본, 러시아, 유럽, 북아메리카",(내복): 탕전(湯煎)하거나 가루약으로 하여 복용한다.,"감기, 건위, 골절번통, 부종, 산후병, 식중독, 악혈, 이뇨, 적취, 종독, 해독",204,http://api.forest.go.kr/openapi/image/2015204/20152041.jpg,황권(黃卷),갯완두,http://api.forest.go.kr/openapi/image/2015204/20152042.jpg,http://api.forest.go.kr/openapi/image/2015204/20152043.jpg,피자식물/쌍자엽식물,바닷가 모래땅에 자라는 다년초로서 길이 20∼60㎝이며 원줄기에 능각이 있다. 잎은 3∼6쌍의 소엽으로 구성되고 분백색이 돌며 소엽은 난형 또는 타원형으로 예두 또는 둔두이다. 꽃은 적자색으로 5∼6월에 총상화서의 한쪽에 치우쳐 달린다. 열매는 꼬투리열매로 길이 5㎝ 정도이고 5개의 종자가 들어 있다. ☞ 애기완두보다 땅속줄기가 길게 벋는다.,콩과(Leguminosae),Lathyrus japonicus Willd.,발아시켜 햇볕에 말린다.
36,"한국(전국), 중국, 일본, 러시아, 대만",(내복): 탕전(湯煎)하거나 가루약 또는 환제로 복용한다.,"각기, 강장보호, 거풍습, 고혈압, 관절염, 근골위약, 동맥경화, 보간신, 안태, 열질, 요통, 장풍, 제습, 진정, 진통, 최토, 치통, 치한, 태루, 통경, 풍",49,http://api.forest.go.kr/openapi/image/2015049/20150491.jpg,"곡기생( 寄生), 상기생(桑寄生)",겨우살이,http://api.forest.go.kr/openapi/image/2015049/20150492.jpg,http://api.forest.go.kr/openapi/image/2015049/20150493.jpg,피자식물/쌍자엽식물,"참나무·팽나무·오리나무·밤나무·자작나무에 기생하는 상록관목으로 지름 1m 달하고 둥지같이 둥글게 자란다. 잎은 마주나기하고 피침형이며 둔두 원저이고 잎자루가 없고 짙은 녹색이며 두껍고 윤채가 없다. 꽃은 이가화로 2∼3월 가지 끝에 달린다. 열매는 둥글며 끝에 화피열편과 암술머리가 남아있다.
 ☞ 동백 겨우살이에 비해 잎이 뚜렷하고 화피편이 탈락한다.",겨우살이과(Loranthaceae),Viscum coloratum (Kom.) Nakai,가지와 잎을 가을에서 이듬해 봄까지 채취하여 햇볕에 말린다.
37,"한국(전국), 북미",(내복): 탕전(湯煎)하거나 가루약으로 복용한다.,"각기, 각막염, 간경변증, 간염, 감비, 갑상샘염, 강장보호, 건위, 결막염, 경신익지, 고혈압, 관절염, 구내염, 구창, 근시, 급성간염, 기울증, 명목, 목정통, 민감체질, 사태, 소아 변비증, 소아 야뇨증, 시력 강화, 야뇨증, 야맹증, 오풍, 완화, 위궤양, 정력증진, 홍안, 환각치료 등",196,http://api.forest.go.kr/openapi/image/2015196/20151961.jpg,결명자(決明子),결명자,http://api.forest.go.kr/openapi/image/2015196/20151962.jpg,http://api.forest.go.kr/openapi/image/2015196/20151963.jpg,피자식물/쌍자엽식물,재배하는 일년초로서 높이가 2m에 달한다. 잎은 짝수 1회 우상복엽으로서 2∼4쌍의 소엽이 달리고 소엽은 도란형이고 끝이 약간 뾰족해지며 예저 또는 원저이다. 꽃은 황색으로 6∼8월에 꽃자루가 있으며 잎겨드랑이에 1∼2개 달린다. 열매는 꼬투리열매로서 활처럼 구부러져 있다. ☞ 석결명보다 소엽의 수가 적고 끝이 둔하며 과실은 활같이 굽는다.,콩과(Leguminosae),Senna tora (L.) Roxb.,종자를 성숙기에 채취하여 햇볕에 말린다.
38,"한국(전국), 중국, 일본, 대만, 필리핀","(내복): 탕전(湯煎)하거나, 술에 담가 복용한다. (외용): 짓찧거나 물로 달여서 상처부위에 붙이거나 닦아낸다.","간염, 감기, 거담, 거풍, 골수염, 관절염, 급성간염, 기관지염, 내풍, 무월경, 비괴, 식적, 신장염, 아통, 이질, 제습, 종독, 지혈, 진통, 충독, 타박상, 풍, 해수, 활혈, 해소, 해독, 황달, 흉협고만",401,http://api.forest.go.kr/openapi/image/2015401/20154011.jpg,"계시등(鷄屎藤), 취피등(臭皮藤)",계요등,http://api.forest.go.kr/openapi/image/2015401/20154012.jpg,http://api.forest.go.kr/openapi/image/2015401/20154013.jpg,피자식물/쌍자엽식물,산기슭 양지나 물가에 자라는 낙엽덩굴식물로서 길이 5∼7m이고 겨울동안 죽는다. 잎은 대생하고 난형 또는 피침형이며 끝은 길게 뾰족하고 심장저이며 가장자리가 밋밋하다. 꽃은 백색으로 7∼8월에 가지 끝이나 잎겨드랑이에 원추화서 또는 취산화서로 달린다. 열매는 핵과로 둥글고 황갈색으로 익고 털이 없다. ☞ 호자덩굴에 비해 넌출성이고 낙엽이다.,꼭두서니과(Rubiaceae),Paederia scandens (Lour.) Merr.,"경엽을 여름, 가을에 채취하여 햇볕이나 그늘에서 말린다."
